16,19,26,28,30,34
16,21,26,28,30,34
16,25,26,28,30,34
16,23,26,30,34,54
16,26,27,28,30,34
16,26,27,30,34,44
16,25,26,30,34,54
16,26,28,29,30,34
16,26,27,30,34,36
16,26,28,30,31,34
16,26,28,30,33,34
16,26,29,30,34,54
16,26,28,30,34,35
16,26,30,31,34,54
16,23,26,30,34,36
16,23,26,30,34,44
16,23,26,30,34,70
16,26,28,30,34,37
16,26,30,33,34,54
16,25,26,30,34,36
16,25,26,30,34,44
16,25,26,30,34,70
16,26,28,30,34,39
16,26,30,34,35,54
16,26,28,30,34,41
16,26,30,34,37,54
16,26,28,30,34,43
16,26,29,30,34,36
16,26,29,30,34,44
16,26,29,30,34,70
16,26,30,34,39,54
16,26,28,30,34,45
16,26,30,31,34,36
16,26,30,31,34,44
16,26,30,31,34,70
16,26,30,34,41,54
16,26,28,30,34,47
16,26,30,33,34,36
16,26,30,33,34,44
16,26,30,33,34,70
16,26,30,34,43,54
16,26,28,30,34,49
16,26,30,34,35,36
16,26,30,34,35,44
16,26,28,30,34,51
16,26,30,34,36,37
16,26,30,34,37,44
16,26,30,34,37,70
16,26,30,34,47,54
16,26,28,30,34,53
16,26,30,34,36,39
16,26,30,34,39,44
16,26,30,34,39,70
16,26,28,30,34,55
16,26,30,34,36,41
16,26,30,34,41,44
16,26,30,34,41,70
16,26,30,34,51,54
16,26,28,30,34,57
16,26,30,34,36,43
16,26,30,34,43,44
16,26,30,34,43,70
16,26,30,34,53,54
16,26,28,30,34,59
16,26,30,34,36,45
16,26,30,34,44,45
16,26,30,34,54,55
16,26,28,30,34,61
16,26,30,34,36,47
16,26,30,34,44,47
16,26,30,34,47,70
16,26,30,34,54,57
16,26,28,30,34,63
16,26,30,34,36,49
16,26,30,34,54,59
16,26,30,34,44,51
16,26,30,34,51,70
16,26,30,34,54,61
16,26,30,34,36,53
16,26,30,34,44,53
16,26,30,34,53,70
16,26,30,34,54,63
16,26,28,30,34,69
16,26,30,34,36,55
16,26,30,34,44,55
16,26,30,34,55,70
16,26,28,30,34,71
16,26,30,34,36,57
16,26,30,34,44,57
16,26,30,34,54,67
16,26,30,34,57,70
16,26,28,30,34,73
16,26,30,34,36,59
16,26,30,34,44,59
16,26,30,34,54,69
16,26,30,34,59,70
16,26,28,30,34,75
16,26,30,34,36,61
16,26,30,34,44,61
16,26,30,34,54,71
16,26,30,34,61,70
16,26,28,30,34,77
16,26,30,34,54,73
16,26,30,34,63,70
16,26,28,30,34,79
16,26,30,34,36,65
16,26,30,34,54,75
16,26,28,30,34,81
16,26,30,34,36,67
16,26,30,34,44,67
16,26,30,34,54,77
16,26,30,34,67,70
16,26,28,30,34,83
16,26,30,34,36,69
16,26,30,34,44,69
16,26,30,34,54,79
16,26,30,34,69,70
16,26,28,30,34,85
16,26,30,34,36,71
16,26,30,34,44,71
16,26,30,34,54,81
16,26,30,34,70,71
16,26,28,30,34,87
16,26,30,34,36,73
16,26,30,34,44,73
16,26,30,34,54,83
16,26,30,34,70,73
16,26,28,30,34,89
16,26,30,34,36,75
16,26,30,34,44,75
16,26,30,34,54,85
16,26,30,34,70,75
16,26,28,30,34,91
16,26,30,34,36,77
16,26,30,34,44,77
16,26,30,34,54,87
16,26,30,34,70,77
16,26,28,30,34,93
16,26,30,34,36,79
16,26,30,34,44,79
16,26,30,34,54,89
16,26,30,34,70,79
16,26,28,30,34,95
16,26,30,34,36,81
16,26,30,34,44,81
16,26,30,34,54,91
16,26,30,34,70,81
16,26,28,30,34,97
16,26,30,34,36,83
16,26,30,34,44,83
16,26,30,34,54,93
16,26,30,34,70,83
16,26,28,30,34,99
16,26,30,34,36,85
16,26,30,34,44,85
16,26,30,34,54,95
16,26,30,34,70,85
16,26,28,30,34,101
16,26,30,34,36,87
16,26,30,34,44,87
